Tweet Id;Datetime;retweetCount;likeCount;Text;Label
1519967344499515393;2022-04-29 09:10:29+00:00;0;3;bank pko liczyc kiedys usmiechy wegierski bank pojsc kosztowac forint;{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.4767}
1519966260959842305;2022-04-29 09:06:10+00:00;0;0;pko bank hipoteczny powolanie czlonek rada nadzorczy pko bank hipoteczny lda;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519962585470279681;2022-04-29 08:51:34+00:00;0;0;miec pko konto pierwszy drugi walutowy zadawolona oprocz mulenia aplikacja git;{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}
1519962514188124161;2022-04-29 08:51:17+00:00;0;2;wiecej trzynastka zakupy szczepionka wybor kopertowy tarcza pewno udac;{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}
1519958951625961473;2022-04-29 08:37:08+00:00;0;1;szczescie sierpien zszlego rok zaalarmowany wewnetrzny niepokoj podpisac aneks staly oprocentowanie pko czuc jakbym wygrac loteria miec oprocentowanie marza;{'neg': 0.098, 'neu': 0.526, 'pos': 0.376, 'compound': 0.9118}
1519958705160302592;2022-04-29 08:36:09+00:00;0;1;pon miec konto pko jeszcz wierz;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519952914663550977;2022-04-29 08:13:08+00:00;0;1;glapinski mowic stopa procentowy podwyzszac;{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.6486}
1519952684106883073;2022-04-29 08:12:13+00:00;0;1;szacunek kant;{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4767}
1519952556008554497;2022-04-29 08:11:43+00:00;0;5;wierzyc;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519950609394581505;2022-04-29 08:03:59+00:00;0;7;odpowied rpp podwyzka stopa procentowy posiedzenie przyszly tydzien;{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.6486}
1519950298655207424;2022-04-29 08:02:45+00:00;1;6;szacowac bazia wstepny dane cpi glowny miara inflacja bazowy cpi zywnosc energia paliwo wzrosc kwiecien marzec;{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.5267}
1519950099367198720;2022-04-29 08:01:57+00:00;0;4;brawo brawo wiecej glapinski wytrzymac;{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6808}
1519949661959864320;2022-04-29 08:00:13+00:00;13;55;inflacja cpi kwiecien wzrosc marzec mocno dynamika cena ogolem podbic zywnosc proinflacyjne efekt wojna ukraina dlugo odczuwac szczyt inflacja dopiero miesiac;{'neg': 0.133, 'neu': 0.683, 'pos': 0.184, 'compound': 0.128}
1519948839700025344;2022-04-29 07:56:57+00:00;0;0;jadymy;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519944299483439105;2022-04-29 07:38:54+00:00;0;0;plan plan koniec zielony majowka przejecie pko;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519942609837473793;2022-04-29 07:32:12+00:00;1;3;miec pko getinem;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519942162108063744;2022-04-29 07:30:25+00:00;0;0;miec pko wczoraj;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519941796167655424;2022-04-29 07:28:58+00:00;1;4;cjkone imo peo raczej wzglad nie skonczyc proces poprzedni resolution pko miec dobry pozycja kapitalowy;{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}
1519936183463206913;2022-04-29 07:06:39+00:00;0;0;drugi alegoria ekonomista siedziec;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519935357080547328;2022-04-29 07:03:22+00:00;1;5;ciekawy raz stawiac pko;{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}
1519933618667376640;2022-04-29 06:56:28+00:00;0;0;widac troche wiac wschod;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519928986348011520;2022-04-29 06:38:03+00:00;0;3;jaka piekny alegoria makro niby ladny perspektywa sporo chmura;{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.836}
1519928056089096192;2022-04-29 06:34:22+00:00;1;2;polska norweski fundusz miec akcja kilkudziesieciu polski spolka bank pko pekao alior kghm lpp pkn orlen pzu wartosc miliard korona dysponowac takze pakiet rzadowy obligacja skarbowy;{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.5994}
1519922157727399943;2022-04-29 06:10:55+00:00;1;3;moc pobiec dowolny miejsce swiat dowolny pora wazny termin maj dolaczyc poznac wiecej szczegol wirtualny pko bialystok polmaratonie cnie ccz cczka;{'neg': 0.08, 'neu': 0.766, 'pos': 0.153, 'compound': 0.2263}
1519920099771269120;2022-04-29 06:02:45+00:00;1;9;prawomocny klient pko wyrok szczecinie sygn akta umowa wazny zasadzenie pln ods kzp;{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.25}
1519919432612597760;2022-04-29 06:00:06+00:00;0;1;inflacja mieszac finanse pko wprowadzac nowy inwestowanie;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519913264053833728;2022-04-29 05:35:35+00:00;0;0;dli pko ready;{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}
1519910734351814656;2022-04-29 05:25:32+00:00;0;0;kolejny walka wladza raz pko pzu;{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}
1519909389058064390;2022-04-29 05:20:11+00:00;0;8;pko ambicja prezesowski miec wiceprezes marcin eckert moc liczyc wsparcie szef rada nadzorczy bank maciej lopinski lopinski zajac namiecwianiem kaczynski emerytura;{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4019}
1519896592895123457;2022-04-29 04:29:20+00:00;0;0;pko inwestycja tematyczny nowy mozliwosc inwestowania iko ipko inwestycja tematyczny nowy udostepniona funkcja serwis transakcyjny aplikacja mobilny pko bank polski;{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4215}
1519893259950120960;2022-04-29 04:16:06+00:00;1;2;kolejny walka wladza raz pko pzu nasa koryto walczyc;{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.6369}
1519789667293573121;2022-04-28 21:24:27+00:00;0;0;jutro sprawdzic poki info linia pko zaprzeczyc napisac oficjalny mail zobaczyc;{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}
1519775147917467650;2022-04-28 20:26:45+00:00;0;1;zamknac shorty pko wzglad skup akcja wlasny;{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}
1519770278968053761;2022-04-28 20:07:25+00:00;0;2;pko tyle zly ciazyc wciaz portfel kredyt frankowy realnie ksiegowo wplywac wynik;{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.7713}
1519766309923430401;2022-04-28 19:51:38+00:00;0;1;pko oferowac promocja karta kredytowy zlodziej;{'neg': 0.34, 'neu': 0.4, 'pos': 0.26, 'compound': -0.2023}
1519741227238936576;2022-04-28 18:11:58+00:00;0;0;mama miec gosc znajoma pko prywatnie zona pulkownik lwp znajoma miec rok imigrant postawa wykazywac stary towarzysz internacjonalistyczny;{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7506}
1519740643265941505;2022-04-28 18:09:39+00:00;0;2;inflacja odpowiadac czynnik ekspansywny polityk fiskalny panstwo polityk monetarny rpp pandemia wojna ukraina mowic zbigniew jagiella prezes pko przekonywac inflacja zarabiac kredytobiorca;{'neg': 0.145, 'neu': 0.781, 'pos': 0.074, 'compound': -0.4404}
1519739983191490564;2022-04-28 18:07:02+00:00;0;0;ograniczyc chyba dostep strona pko gusu;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519715048821772289;2022-04-28 16:27:57+00:00;0;1;pzu pko miec problem shortowac;{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}
1519708704379133961;2022-04-28 16:02:44+00:00;0;3;wynikac analiza przygotowanej pko bank polska zdolnosc kredytowy polaki znacznie spasc ciag ostatni kilku miesiac obnizyc pond polowa wzgledem;{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5859}
1519708366393819137;2022-04-28 16:01:24+00:00;0;0;naszymi karty debetowy wydawanymi konto placic granica platnosc kart vis waluta waluta rachunek przypisana kart visa przeliczac kwota transakcja wedlug swoich kurs kurs mozna znale strona;{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.1027}
1519692032377298947;2022-04-28 14:56:29+00:00;0;2;wydatek panstwo budzet wysokosc wydanej kasa bona pko pln dolar pojsc byc zebrak;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519690366303227908;2022-04-28 14:49:52+00:00;0;0;zgadzac argumentacja pracodawca wzgledem pracownik moc zastapic tani obcokrajowiec pilnie poszukiwac kazdej praca;{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}
1519689104811778048;2022-04-28 14:44:51+00:00;0;0;calkowicie zgadzac max mld;{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.4201}
1519683775009103872;2022-04-28 14:23:40+00:00;0;0;oczywiscie dziwic miec konto pko nie miec oplata wyplata bankomat oplata miec wplata powyzej tys wiec wystarczyc wplacac;{'neg': 0.121, 'neu': 0.808, 'pos': 0.071, 'compound': -0.128}
1519680964225601537;2022-04-28 14:12:30+00:00;0;1;granica placic kart pko miec karte vis stan zaplacic granica kart;{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.2023}
1519680847225495553;2022-04-28 14:12:02+00:00;0;1;raport pko spadek zdolnosc kredytowy wzglad;{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}
1519677046712119296;2022-04-28 13:56:56+00:00;0;0;zapraszac udzial pko polmaratonie katowickie czesc korona slaski polmaratonow spotykac maj;{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.1531}
1519672983840862208;2022-04-28 13:40:48+00:00;0;0;pekao pko rozny instytucja pragnac zauwazyc;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519672292250427393;2022-04-28 13:38:03+00:00;0;8;poziom pkb usa obnizyc saar spadek prywatny inwestycja eksport wydatek publiczny hamowanie amerykanski gospodarka zbedny ograniczyc swiatowy inflacja;{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}
1519671293850931200;2022-04-28 13:34:05+00:00;0;0;pozdrawiac;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519670978103676928;2022-04-28 13:32:49+00:00;0;0;kolega moc pomachac drugi strona biuro;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519670781768257537;2022-04-28 13:32:03+00:00;0;1;bank pko miec mln klient wiec zarobic srednio zloty kwartal;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519667822573633536;2022-04-28 13:20:17+00:00;1;3;cecha doroslosc zadluzyc tez pamietac zadluzenie trzeba splacic;{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.6597}
1519667531442704384;2022-04-28 13:19:08+00:00;0;56;ekonomistka ekonomista pko razem biuro raz pierwszy pamietny czas;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519666754276016128;2022-04-28 13:16:02+00:00;0;1;csz badan nbp mglisty ostatni analiza pko wskazywac rynek kredyt ciagle mowic rynek pierwotny rynek wtorny miec raport nbp zrobic gotowkowicze dojsc korekta nieruch;{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4019}
1519665217730490373;2022-04-28 13:09:56+00:00;0;1;akurat zerowy stopa zakup gotowka jedyny sensowny opcja alokacja kapital cel pozniejszej odsprzedazy wynajm nbp podawac kwartalnie przekraczac transakcja;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519664064737251329;2022-04-28 13:05:21+00:00;0;0;swietny prezenta dziekowac pko;{'neg': 0.0, 'neu': 0.174, 'pos': 0.826, 'compound': 0.8591}
1519661011548135425;2022-04-28 12:53:13+00:00;0;1;ilu czlowiek sklonny oszczedzac bierzacych dochod mieszkanie czekac zakup powiedziec rok jest gotowy kredyt drokego goly pomiara dochod jest slaby rynek miec kredyt;{'neg': 0.085, 'neu': 0.673, 'pos': 0.243, 'compound': 0.6597}
1519660352954322944;2022-04-28 12:50:36+00:00;0;2;chyba dobry wskaznik sredni wynagr cena wolumen udzielanych mtg udzielanych kredyt ogolem ekspert rynk nieruch ale bym patrzyc wskazniki;{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.6908}
1519655620407926784;2022-04-28 12:31:48+00:00;5;3;samorzad wchodzic okres duzy niepewnosc solidny nadwyzka mld wynik biezacy rosnacy koszt obnizenie wplywy pit wplynac tegoroczny wynik zapraszac lektura raport;{'neg': 0.128, 'neu': 0.729, 'pos': 0.143, 'compound': -0.128}
1519655081926352896;2022-04-28 12:29:40+00:00;0;0;kolejny brednia kupowaniem gotowka wedlug raport nbp zakup gotowka wkladac wartosc nieruchomosc wklad wlasny;{'neg': 0.122, 'neu': 0.769, 'pos': 0.109, 'compound': -0.0772}
1519654663276146691;2022-04-28 12:28:00+00:00;0;3;miec takiej skala podwyzka zarowno minimalnie przynajmniej nie ostatni leciu spadek zdolnosc rok zaledwie wzrost wynagrodzenie miec kwiecien czerwiec ostry hamowanie;{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.5574}
1519654038119329794;2022-04-28 12:25:31+00:00;0;1;zawsze takiej skala zaostrzaniu pol mon miec efekt duzy obnizka zdolnosc kredo chyba nie zawsze poprzedzaje banka rynka nieruch sens traktowac wykres dowod poszlakowy rynka napompowany niewatpliwie;{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.765}
1519651038520877058;2022-04-28 12:13:35+00:00;0;0;szy wykres pochodzic raport pokazac poziom powszechnie uznawany szczyt poprzedni hossa pokazywac sredni pensja potrzebowac wziac standardowy kredyt zdolnosc mocno spasc wiec przebijac;{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.5994}
1519650141082468352;2022-04-28 12:10:02+00:00;0;2;wykres akurat dowod banka;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519647321721556992;2022-04-28 11:58:49+00:00;0;0;pko liczba kredyt hipoteczny spasc tys wartosc mld;{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}
1519646120850247680;2022-04-28 11:54:03+00:00;0;0;pko liczba kredyt hipoteczny spasc tys wartosc mld;{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}
1519642264737361921;2022-04-28 11:38:44+00:00;0;0;zdolnosc kredyt polaki spasc porownanie poprzedni rok rynka obronic zdanie;{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.4404}
1519640869640577027;2022-04-28 11:33:11+00:00;0;3;dodatkowo zawodowo dopisac kupujacy rok pierwszy rzut oko budzic watpliwosc nazwac moznosc nabycie nieruchomosc stac bank dawac szeroki dostep hip niepotrzebnie wzbudzic aspiracja stan;{'neg': 0.051, 'neu': 0.949, 'pos': 0.0, 'compound': -0.296}
1519639827259531271;2022-04-28 11:29:03+00:00;0;3;choc troche powiazany rynek nieruchomosc wiedziec faza dmuchania banka zamknac kupujacy ultratanie kredyt piec dwunasty wzrost stopa stopa wiadomo sierpien wrzesien;{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.5994}
1519639612901240832;2022-04-28 11:28:11+00:00;0;0;pko strategia obligacyjny fiz raport kwartalny lda;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519637599266168836;2022-04-28 11:20:11+00:00;0;0;pko globalny strategia fiz raport kwartalny lda;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519636588166328320;2022-04-28 11:16:10+00:00;0;0;pko absolutnej stopy zwrot europa wschod zachod fiz raport kwartalny lda zachodfiz;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519635655160123393;2022-04-28 11:12:28+00:00;17;36;wzrost stopa procentowy zmiana zasada wyliczania zdolnosc kredytowy spowodowac zdolnosc obnizyc polowa wzgledem spasc popyt mieszkanie zapraszac lektura raport;{'neg': 0.086, 'neu': 0.631, 'pos': 0.283, 'compound': 0.8126}
1519632981677199361;2022-04-28 11:01:50+00:00;2;15;miesiac temu przeczytac banka nieruchomosc miec analiza wibor mozna sporo nabyc zdolnosc tymczasem cudo nowy raport boom csz;{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.7269}
1519632693750898691;2022-04-28 11:00:42+00:00;0;0;studium poznan okolica rok student miec karta wbk pko rodzica musiec chodzic czek oddzial utrzymac miec wielki baza klient;{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.6249}
1519632057726652417;2022-04-28 10:58:10+00:00;0;0;blad zly pko;{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}
1519631861105975296;2022-04-28 10:57:23+00:00;0;0;bank pko sprzedany polski kapitala czek nie pamietac rok;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
1519631369005158400;2022-04-28 10:55:26+00:00;1;2;pko inteligentny dom voiceboty asystent glosowy iko czolowka zestawienie bankowy innowacja rok wedlug uznanie brawa moich kolezanka kolega;{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.926}
1519631003568025600;2022-04-28 10:53:59+00:00;0;0;cciejrudke sumiec racja wedlug pko miec takiego problem patrzac wartosc aktywa zysk netto bank;{'neg': 0.088, 'neu': 0.684, 'pos': 0.228, 'compound': 0.5106}
1519630541439574017;2022-04-28 10:52:09+00:00;0;0;chyba mln pko suma zaraz problem miec maj program zawierania ugoda;{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4019}
1519629887983783938;2022-04-28 10:49:33+00:00;0;1;warto dodac portfel frankowy miec marginalny porownanie chocby pko;{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.2263}
1519627688423526401;2022-04-28 10:40:48+00:00;0;0;pko bastardo infinito;{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}
1519624921927794688;2022-04-28 10:29:49+00:00;0;1;dramatyczny dramatycznie nieodpoaiwdzlane utrzymywanie niski cena pieniadza bylo nienormalne deweloper oblowonli dzieki kuna taraz potworny dlug byc spalcali kredytobiorca posrednio inflacja;{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.7269}
1519620929936142336;2022-04-28 10:13:57+00:00;0;0;nowy projekt wprowadzane miec widocznie wysoki cena wprowadzane okolo mcy temu dac tanio produkowac mieszkanie sie oplacac;{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.1027}
1519615678524833793;2022-04-28 09:53:05+00:00;0;1;miastoo nadal nizej wiekszosci kwartalow jll deweloper opozniac zmniejszyc liczbe wprowadzanych projektow maj dobry sytuacja finansowy duzi miastoo nieznacznie;{'neg': 0.143, 'neu': 0.695, 'pos': 0.162, 'compound': 0.128}
1519615403462328320;2022-04-28 09:51:59+00:00;0;1;niestety nowy wiedziec zakupy kredyt mniej;{'neg': 0.218, 'neu': 0.545, 'pos': 0.236, 'compound': 0.0516}
1519615087622897664;2022-04-28 09:50:44+00:00;1;0;wskazywac zdolnosc kredytowy obnizyc polowa wzgledem rok okolo trzeci ubytek odpowiadac wzrost stopa procentowy okolo trzeci zaostrzenie polityka kredytowy;{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.8689}
1519609096080695298;2022-04-28 09:26:56+00:00;0;12;polecac;{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}
1519607057778941952;2022-04-28 09:18:50+00:00;0;10;chciec czytac takim klasyk;{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}
1519606182427643905;2022-04-28 09:15:21+00:00;0;1;oferta deweloperow warszawa wzrosla wiecej mieszkan wprowadzac oferta sie sprzedawac;{'neg': 0.072, 'neu': 0.789, 'pos': 0.138, 'compound': 0.25}
1519606025896275970;2022-04-28 09:14:44+00:00;0;4;tez uwazam mocno zawyzona prognoza tys kredytow wartosc okolica mld max ryzyko ciagna dol;{'neg': 0.095, 'neu': 0.818, 'pos': 0.086, 'compound': -0.0516}
1519605787127078913;2022-04-28 09:13:47+00:00;0;7;skromny zdanie dobic mld;{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}
1519605279440187393;2022-04-28 09:11:46+00:00;0;2;dobry waw chyba brane gotowka lokata inflacja waw zmienic podaz spasc opiekuncz panstwo odczuc najwiecej potrzbuja miec info kredyt niesplacanych;{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6705}
1519605176734302208;2022-04-28 09:11:21+00:00;0;0;wykres pokazujace duzy miasto luty zniknac oferta najem mieszkanie wzrosc cena najem;{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}
1519604271075016715;2022-04-28 09:07:45+00:00;2;13;wedlug nastapic wyhamowanie wzrost presja placaowy przedsiebiorstwo udzial firma prognozujacych wzrost placa spasc nadal wysoki tlo historyczny;{'neg': 0.089, 'neu': 0.61, 'pos': 0.301, 'compound': 0.6369}
1519603927737675776;2022-04-28 09:06:23+00:00;1;3;obawa szok odplyw ukrainski pracownik polski firmaa wedlug badanie kluczowy wyzwanie zwiazane wojna wsrod firmaa transportowy budowlany;{'neg': 0.323, 'neu': 0.633, 'pos': 0.043, 'compound': -0.8555}
1519603574338162688;2022-04-28 09:04:59+00:00;0;0;ciekawy dramatyczny zarazem szacujemy wartosc udzielonych kredyt moc spasc mld mld liczba tys tys rok ubiegly;{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.7506}
1519602500265025536;2022-04-28 09:00:43+00:00;0;0;mogielnicki przesadzic;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
